anomaly_id,anomaly_category,anomaly_type,station_names,affected_feature,severity,affected_rows,event_start,event_end
EVT_FCEBCD15,SENSOR_FAULT,SUDDEN_SPIKE,Una,avg_temp,HIGH,1,,
EVT_9CF6BD7C,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,avg_temp,HIGH,1,,
EVT_B1DCA12D,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_325B91E2,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_D4AFCE75,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_7951F8C9,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,avg_temp,HIGH,1,,
EVT_290E5535,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,avg_temp,HIGH,1,,
EVT_89F45587,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,avg_temp,HIGH,1,,
EVT_09757EE8,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,avg_temp,HIGH,1,,
EVT_63596DBD,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,avg_temp,HIGH,1,,
EVT_05CE6FC0,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,avg_temp,HIGH,1,,
EVT_DD3805D0,SENSOR_FAULT,SUDDEN_SPIKE,Coimbatore / Peelamedu,avg_temp,HIGH,1,,
EVT_EA2C5B04,SENSOR_FAULT,SUDDEN_SPIKE,Una,avg_temp,HIGH,1,,
EVT_9DEA2D1C,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,avg_temp,HIGH,1,,
EVT_75F1353F,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_C87FFD2D,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,avg_temp,HIGH,1,,
EVT_0DB5D453,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,avg_temp,HIGH,1,,
EVT_3ADD4D80,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,avg_temp,HIGH,1,,
EVT_3EBBF3D3,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,avg_temp,HIGH,1,,
EVT_FF4B2088,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,avg_temp,HIGH,1,,
EVT_9CD30F2E,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,avg_temp,HIGH,1,,
EVT_DDE992C9,SENSOR_FAULT,SUDDEN_SPIKE,Coimbatore / Peelamedu,avg_temp,HIGH,1,,
EVT_A8D2C65D,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,avg_temp,HIGH,1,,
EVT_57566F3E,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,avg_temp,HIGH,1,,
EVT_8F1A898B,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_2C802567,SENSOR_FAULT,SUDDEN_SPIKE,Thrissur,avg_temp,HIGH,1,,
EVT_C61649CA,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,avg_temp,HIGH,1,,
EVT_3E508FEE,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,avg_temp,HIGH,1,,
EVT_117214A4,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,avg_temp,HIGH,1,,
EVT_94A373DB,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,avg_temp,HIGH,1,,
EVT_24EE2B28,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,avg_temp,HIGH,1,,
EVT_2E3FADCA,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,avg_temp,HIGH,1,,
EVT_5FF47F8F,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,avg_temp,HIGH,1,,
EVT_9EC451AD,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,avg_temp,HIGH,1,,
EVT_33261C98,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,avg_temp,HIGH,1,,
EVT_87B948C6,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,avg_temp,HIGH,1,,
EVT_E72D8B6F,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,avg_temp,HIGH,1,,
EVT_BA337936,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,avg_temp,HIGH,1,,
EVT_2995349D,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,avg_temp,HIGH,1,,
EVT_14EBF4EA,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,air_pressure,HIGH,1,,
EVT_F0F9799E,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,air_pressure,HIGH,1,,
EVT_E7ABBA36,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,air_pressure,HIGH,1,,
EVT_25E662F9,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,air_pressure,HIGH,1,,
EVT_E547C834,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,air_pressure,HIGH,1,,
EVT_661A8868,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_9B2AEE78,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,air_pressure,HIGH,1,,
EVT_24E315C6,SENSOR_FAULT,SUDDEN_SPIKE,Una,air_pressure,HIGH,1,,
EVT_74C068A1,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,air_pressure,HIGH,1,,
EVT_3FAE50AB,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_EF5ACE30,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,air_pressure,HIGH,1,,
EVT_21D671E0,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,air_pressure,HIGH,1,,
EVT_CC46F67A,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,air_pressure,HIGH,1,,
EVT_4033012E,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_38549019,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,air_pressure,HIGH,1,,
EVT_005A291A,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,air_pressure,HIGH,1,,
EVT_20405F5A,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,air_pressure,HIGH,1,,
EVT_6336A85B,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,air_pressure,HIGH,1,,
EVT_D03380C0,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,air_pressure,HIGH,1,,
EVT_0738D4E5,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,air_pressure,HIGH,1,,
EVT_490897CF,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,air_pressure,HIGH,1,,
EVT_E0C9A61E,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_0F1CA0A8,SENSOR_FAULT,SUDDEN_SPIKE,Coimbatore / Peelamedu,air_pressure,HIGH,1,,
EVT_66CB6BDF,SENSOR_FAULT,SUDDEN_SPIKE,Coimbatore / Peelamedu,air_pressure,HIGH,1,,
EVT_40CEF3DA,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,air_pressure,HIGH,1,,
EVT_5CD2DD5B,SENSOR_FAULT,SUDDEN_SPIKE,Una,air_pressure,HIGH,1,,
EVT_2E1E1633,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,air_pressure,HIGH,1,,
EVT_48F94302,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,air_pressure,HIGH,1,,
EVT_2A570A7B,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_AF04ACA4,SENSOR_FAULT,SUDDEN_SPIKE,Una,air_pressure,HIGH,1,,
EVT_E06E8871,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,air_pressure,HIGH,1,,
EVT_AE789D42,SENSOR_FAULT,SUDDEN_SPIKE,Una,air_pressure,HIGH,1,,
EVT_23B72E61,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,air_pressure,HIGH,1,,
EVT_AE176522,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,air_pressure,HIGH,1,,
EVT_32CA8DCA,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,air_pressure,HIGH,1,,
EVT_09084156,SENSOR_FAULT,SUDDEN_SPIKE,Una,air_pressure,HIGH,1,,
EVT_A7BC9491,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,air_pressure,HIGH,1,,
EVT_770E8D48,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,air_pressure,HIGH,1,,
EVT_0E188164,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,air_pressure,HIGH,1,,
EVT_F21452F9,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,air_pressure,HIGH,1,,
EVT_31C006D5,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,air_pressure,HIGH,1,,
EVT_9BA4FA31,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,air_pressure,HIGH,1,,
EVT_CAABCF99,SENSOR_FAULT,SUDDEN_SPIKE,Mandi,air_pressure,HIGH,1,,
EVT_B8B6A8D9,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,air_pressure,HIGH,1,,
EVT_734E8BAD,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,air_pressure,HIGH,1,,
EVT_46CDA9EF,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,relative_humidity,HIGH,1,,
EVT_B02F3506,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_D66AD975,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_E006F424,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,relative_humidity,HIGH,1,,
EVT_E396EC69,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,relative_humidity,HIGH,1,,
EVT_744F0ADE,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,relative_humidity,HIGH,1,,
EVT_6739F606,SENSOR_FAULT,SUDDEN_SPIKE,Una,relative_humidity,HIGH,1,,
EVT_B0FCBB58,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,relative_humidity,HIGH,1,,
EVT_CDE9467D,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_56474073,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,relative_humidity,HIGH,1,,
EVT_C51B05C2,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_75379D84,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,relative_humidity,HIGH,1,,
EVT_375BF2DD,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_90E627B0,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,relative_humidity,HIGH,1,,
EVT_9176A3D4,SENSOR_FAULT,SUDDEN_SPIKE,Thrissur,relative_humidity,HIGH,1,,
EVT_94D6B1FC,SENSOR_FAULT,SUDDEN_SPIKE,Thrissur,relative_humidity,HIGH,1,,
EVT_07DC7F67,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,relative_humidity,HIGH,1,,
EVT_4AB9CDC5,SENSOR_FAULT,SUDDEN_SPIKE,Una,relative_humidity,HIGH,1,,
EVT_B6BA9308,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,relative_humidity,HIGH,1,,
EVT_4BD96C07,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_52944E4A,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_64A5D9D8,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_E3556C93,SENSOR_FAULT,SUDDEN_SPIKE,Bikaner,relative_humidity,HIGH,1,,
EVT_D21531DA,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,relative_humidity,HIGH,1,,
EVT_915008C6,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,relative_humidity,HIGH,1,,
EVT_12A63097,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,relative_humidity,HIGH,1,,
EVT_150F5F66,SENSOR_FAULT,SUDDEN_SPIKE,Shimla / Kanda,relative_humidity,HIGH,1,,
EVT_4BDF3B45,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,relative_humidity,HIGH,1,,
EVT_2F30FDB8,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,relative_humidity,HIGH,1,,
EVT_8C400F27,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_236B8D03,SENSOR_FAULT,SUDDEN_SPIKE,Sundernagar / Sundarnagar,relative_humidity,HIGH,1,,
EVT_84D9D06A,SENSOR_FAULT,SUDDEN_SPIKE,Una,relative_humidity,HIGH,1,,
EVT_D84C32DE,SENSOR_FAULT,SUDDEN_SPIKE,Ludhiana,relative_humidity,HIGH,1,,
EVT_D2E5C537,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_DBA50F49,SENSOR_FAULT,SUDDEN_SPIKE,Car Nicobar,relative_humidity,HIGH,1,,
EVT_B452965D,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,relative_humidity,HIGH,1,,
EVT_55F89A25,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,relative_humidity,HIGH,1,,
EVT_C3E3CC3D,SENSOR_FAULT,SUDDEN_SPIKE,Patiala,relative_humidity,HIGH,1,,
EVT_4E573568,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_BCFBD3B2,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_B807B576,SENSOR_FAULT,SUDDEN_SPIKE,Cochin Int. Airport / Kaladi,relative_humidity,HIGH,1,,
EVT_D3570353,SENSOR_FAULT,SUDDEN_SPIKE,Palakkad,relative_humidity,HIGH,1,,
EVT_628F6F52,SENSOR_FAULT,SUDDEN_SPIKE,Ambala,relative_humidity,HIGH,1,,
EVT_6AB6EAA8,SENSOR_FAULT,SUDDEN_SPIKE,Coimbatore / Peelamedu,relative_humidity,HIGH,1,,
EVT_A7C76DBE,SENSOR_FAULT,SUDDEN_SPIKE,Chandigarh / Surajpur,relative_humidity,HIGH,1,,
EVT_CCECE27B,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,4,,
EVT_A5D0ED46,SENSOR_FAULT,STUCK_AT,Patiala,avg_temp,MEDIUM,8,,
EVT_B0FC89D5,SENSOR_FAULT,STUCK_AT,Car Nicobar,avg_temp,MEDIUM,7,,
EVT_85388E4F,SENSOR_FAULT,STUCK_AT,Chandigarh / Surajpur,avg_temp,MEDIUM,6,,
EVT_EC14E4B1,SENSOR_FAULT,STUCK_AT,Palakkad,avg_temp,MEDIUM,8,,
EVT_3877E9CE,SENSOR_FAULT,STUCK_AT,Patiala,avg_temp,MEDIUM,5,,
EVT_FC704CF8,SENSOR_FAULT,STUCK_AT,Car Nicobar,avg_temp,MEDIUM,8,,
EVT_241AD224,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,4,,
EVT_6FED4CE0,SENSOR_FAULT,STUCK_AT,Patiala,avg_temp,MEDIUM,7,,
EVT_52745AA0,SENSOR_FAULT,STUCK_AT,Thrissur,avg_temp,MEDIUM,8,,
EVT_5591F0D6,SENSOR_FAULT,STUCK_AT,Patiala,avg_temp,MEDIUM,4,,
EVT_CBADAAAD,SENSOR_FAULT,STUCK_AT,Shimla / Kanda,avg_temp,MEDIUM,5,,
EVT_C5FAD11E,SENSOR_FAULT,STUCK_AT,Cochin Int. Airport / Kaladi,avg_temp,MEDIUM,8,,
EVT_881BAD9E,SENSOR_FAULT,STUCK_AT,Coimbatore / Peelamedu,avg_temp,MEDIUM,6,,
EVT_033F2B80,SENSOR_FAULT,STUCK_AT,Ambala,avg_temp,MEDIUM,7,,
EVT_08B109F5,SENSOR_FAULT,STUCK_AT,Ludhiana,avg_temp,MEDIUM,4,,
EVT_D7E49949,SENSOR_FAULT,STUCK_AT,Chandigarh / Surajpur,avg_temp,MEDIUM,7,,
EVT_9EB15EB5,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,6,,
EVT_87B9F5D2,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,6,,
EVT_E78024FC,SENSOR_FAULT,STUCK_AT,Patiala,avg_temp,MEDIUM,6,,
EVT_B1FDA35B,SENSOR_FAULT,STUCK_AT,Una,avg_temp,MEDIUM,6,,
EVT_C59EF736,SENSOR_FAULT,STUCK_AT,Thrissur,avg_temp,MEDIUM,5,,
EVT_D12C5016,SENSOR_FAULT,STUCK_AT,Una,avg_temp,MEDIUM,5,,
EVT_29AEE744,SENSOR_FAULT,STUCK_AT,Mandi,avg_temp,MEDIUM,8,,
EVT_639B6519,SENSOR_FAULT,STUCK_AT,Palakkad,avg_temp,MEDIUM,4,,
EVT_E55067A6,SENSOR_FAULT,STUCK_AT,Thrissur,relative_humidity,MEDIUM,7,,
EVT_3781DF90,SENSOR_FAULT,STUCK_AT,Palakkad,relative_humidity,MEDIUM,7,,
EVT_5A080281,SENSOR_FAULT,STUCK_AT,Palakkad,relative_humidity,MEDIUM,4,,
EVT_353C36D5,SENSOR_FAULT,STUCK_AT,Cochin Int. Airport / Kaladi,relative_humidity,MEDIUM,5,,
EVT_90E4711D,SENSOR_FAULT,STUCK_AT,Thrissur,relative_humidity,MEDIUM,8,,
EVT_CBCBB124,SENSOR_FAULT,STUCK_AT,Cochin Int. Airport / Kaladi,relative_humidity,MEDIUM,8,,
EVT_1089C239,SENSOR_FAULT,STUCK_AT,Car Nicobar,relative_humidity,MEDIUM,7,,
EVT_B27781A8,SENSOR_FAULT,STUCK_AT,Bikaner,relative_humidity,MEDIUM,4,,
EVT_12897D2C,SENSOR_FAULT,STUCK_AT,Coimbatore / Peelamedu,relative_humidity,MEDIUM,6,,
EVT_FFE603E8,SENSOR_FAULT,STUCK_AT,Ludhiana,relative_humidity,MEDIUM,4,,
EVT_D64BB5A6,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,relative_humidity,MEDIUM,5,,
EVT_8194F86A,SENSOR_FAULT,STUCK_AT,Mandi,relative_humidity,MEDIUM,7,,
EVT_F15F3273,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,relative_humidity,MEDIUM,8,,
EVT_B7035613,SENSOR_FAULT,STUCK_AT,Patiala,relative_humidity,MEDIUM,7,,
EVT_7BB8A86D,SENSOR_FAULT,STUCK_AT,Patiala,relative_humidity,MEDIUM,5,,
EVT_A8792C06,SENSOR_FAULT,STUCK_AT,Bikaner,relative_humidity,MEDIUM,7,,
EVT_3FB32A4D,SENSOR_FAULT,STUCK_AT,Cochin Int. Airport / Kaladi,relative_humidity,MEDIUM,4,,
EVT_2C88E1EA,SENSOR_FAULT,STUCK_AT,Shimla / Kanda,relative_humidity,MEDIUM,4,,
EVT_6380507B,SENSOR_FAULT,STUCK_AT,Ambala,relative_humidity,MEDIUM,8,,
EVT_B2871600,SENSOR_FAULT,STUCK_AT,Sundernagar / Sundarnagar,relative_humidity,MEDIUM,8,,
EVT_94646583,SENSOR_FAULT,STUCK_AT,Coimbatore / Peelamedu,relative_humidity,MEDIUM,5,,
EVT_CDAF2A44,SENSOR_FAULT,STUCK_AT,Cochin Int. Airport / Kaladi,relative_humidity,MEDIUM,4,,
EVT_F06CD0D3,SENSOR_FAULT,STUCK_AT,Patiala,relative_humidity,MEDIUM,5,,
EVT_0BCAA283,SENSOR_FAULT,STUCK_AT,Thrissur,relative_humidity,MEDIUM,8,,
EVT_1F3B2123,SENSOR_FAULT,STUCK_AT,Mandi,relative_humidity,MEDIUM,4,,
EVT_14A4E769,SENSOR_FAULT,GRADUAL_DRIFT,Ambala,air_pressure,MEDIUM,7,,
EVT_D556CE4B,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,7,,
EVT_9008B07E,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,air_pressure,MEDIUM,6,,
EVT_0822594A,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,12,,
EVT_BF89CD53,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,11,,
EVT_80ED3787,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,10,,
EVT_AD97640B,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,11,,
EVT_FDCFD9EF,SENSOR_FAULT,GRADUAL_DRIFT,Thrissur,air_pressure,MEDIUM,10,,
EVT_F7DA22B8,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,air_pressure,MEDIUM,9,,
EVT_8D95550F,SENSOR_FAULT,GRADUAL_DRIFT,Patiala,air_pressure,MEDIUM,7,,
EVT_29687676,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,air_pressure,MEDIUM,9,,
EVT_BECAD008,SENSOR_FAULT,GRADUAL_DRIFT,Una,air_pressure,MEDIUM,8,,
EVT_DDCFAA19,SENSOR_FAULT,GRADUAL_DRIFT,Ludhiana,air_pressure,MEDIUM,12,,
EVT_9FCF1537,SENSOR_FAULT,GRADUAL_DRIFT,Coimbatore / Peelamedu,air_pressure,MEDIUM,9,,
EVT_4F57404F,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,air_pressure,MEDIUM,11,,
EVT_11B1B46D,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,air_pressure,MEDIUM,9,,
EVT_F8CDAAC5,SENSOR_FAULT,GRADUAL_DRIFT,Sundernagar / Sundarnagar,air_pressure,MEDIUM,11,,
EVT_57820570,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,air_pressure,MEDIUM,10,,
EVT_727A2E47,SENSOR_FAULT,GRADUAL_DRIFT,Patiala,air_pressure,MEDIUM,6,,
EVT_3C82891B,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,air_pressure,MEDIUM,8,,
EVT_D037B97D,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,avg_temp,MEDIUM,11,,
EVT_D00F2831,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,avg_temp,MEDIUM,8,,
EVT_7750F3D0,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,avg_temp,MEDIUM,10,,
EVT_D9D9656E,SENSOR_FAULT,GRADUAL_DRIFT,Cochin Int. Airport / Kaladi,avg_temp,MEDIUM,7,,
EVT_8F45BF00,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,avg_temp,MEDIUM,9,,
EVT_78E57C61,SENSOR_FAULT,GRADUAL_DRIFT,Una,avg_temp,MEDIUM,7,,
EVT_A85CCC95,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,avg_temp,MEDIUM,11,,
EVT_4A3940EF,SENSOR_FAULT,GRADUAL_DRIFT,Thrissur,avg_temp,MEDIUM,6,,
EVT_9313CB89,SENSOR_FAULT,GRADUAL_DRIFT,Chandigarh / Surajpur,avg_temp,MEDIUM,12,,
EVT_A5C4ECBB,SENSOR_FAULT,GRADUAL_DRIFT,Una,avg_temp,MEDIUM,7,,
EVT_3078A872,SENSOR_FAULT,GRADUAL_DRIFT,Bikaner,avg_temp,MEDIUM,10,,
EVT_D62CAED3,SENSOR_FAULT,GRADUAL_DRIFT,Car Nicobar,avg_temp,MEDIUM,12,,
EVT_F11FB58C,SENSOR_FAULT,GRADUAL_DRIFT,Shimla / Kanda,avg_temp,MEDIUM,12,,
EVT_E4555E07,SENSOR_FAULT,GRADUAL_DRIFT,Car Nicobar,avg_temp,MEDIUM,12,,
EVT_64F45E15,SENSOR_FAULT,GRADUAL_DRIFT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,7,,
EVT_54BF145F,SENSOR_FAULT,GRADUAL_DRIFT,Coimbatore / Peelamedu,avg_temp,MEDIUM,7,,
EVT_2C752584,SENSOR_FAULT,GRADUAL_DRIFT,Thrissur,avg_temp,MEDIUM,9,,
EVT_A8E93EFD,SENSOR_FAULT,GRADUAL_DRIFT,Palakkad,avg_temp,MEDIUM,10,,
