cluster,station_name,state,district,date_of_record,avg_temp,min_temp,max_temp,relative_humidity,wind_speed,air_pressure,rainfall,elevation,latitude,longitude,is_injected,anomaly_category,anomaly_type,affected_feature,severity,anomaly_id,event_start,event_end,description,original_value,modified_value,avg_temp_rolling_mean_7d,avg_temp_rolling_std_7d,air_pressure_rolling_mean_7d,air_pressure_rolling_std_7d,relative_humidity_rolling_mean_7d,relative_humidity_rolling_std_7d
Punjab Plains,Ambala,HR,Ambala,2021-01-16,9.2,5.0,18.3,74.05518389285852,5.7,1014.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,10.0,0.9746794344808956,1016.1714285714286,1.0904346009970882,74.4258996049982,1.8677958124982819
Punjab Plains,Ambala,HR,Ambala,2021-01-17,12.5,6.6,17.4,68.68597900290986,9.6,1016.2,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,10.242857142857144,1.347661113258995,1016.1142857142856,1.0745984853730017,73.49495094236804,2.8050164526968278
Punjab Plains,Ambala,HR,Ambala,2021-01-18,15.1,7.5,21.4,65.81448048216208,6.1,1017.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,10.857142857142858,2.292638322149936,1016.1857142857143,1.1422617496729723,72.4007119188786,4.037664020988172
Punjab Plains,Ambala,HR,Ambala,2021-01-19,16.4,9.3,20.2,65.20591855137069,10.6,1013.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,11.799999999999999,3.0254476252834603,1015.7714285714286,1.3828886261680513,70.85257840277538,4.4635415972737915
Punjab Plains,Ambala,HR,Ambala,2021-01-20,13.8,9.5,20.7,72.88246209596797,15.9,1013.7,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.428571428571429,2.898111043256903,1015.4142857142858,1.5646390120724902,70.70197132556315,4.35868852803278
Punjab Plains,Ambala,HR,Ambala,2021-01-21,12.8,7.9,19.2,71.99423187168648,14.7,1012.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.014285714285714,2.3884643402742904,1014.7714285714286,1.5850491955724846,69.98880498354893,3.478617804447766
Punjab Plains,Ambala,HR,Ambala,2021-01-22,12.6,7.9,19.5,70.65705979768211,9.5,1015.2,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.2,2.2810816147900823,1014.7428571428571,1.5735915849401692,69.89933081351968,3.447687491413954
Punjab Plains,Ambala,HR,Ambala,2021-01-23,15.5,10.1,19.6,69.38911682871911,13.0,1013.2,5.9,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.099999999999998,1.5726834816113915,1014.6142857142858,1.668760589409389,69.2327498043569,2.9211352254307514
Punjab Plains,Ambala,HR,Ambala,2021-01-24,12.3,9.9,20.3,71.50534143736562,6.3,1016.4,3.2,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.071428571428571,1.608015636029165,1014.6428571428571,1.7018197543202156,69.63551586642201,3.0256778014014274
Punjab Plains,Ambala,HR,Ambala,2021-01-25,12.6,7.5,17.9,68.83487930995302,7.5,1018.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.714285714285714,1.6190826326746164,1014.7428571428572,1.8937239704335493,70.06700141324929,2.5711802087531193
Punjab Plains,Ambala,HR,Ambala,2021-01-26,11.9,5.4,17.7,66.35195221322628,8.5,1017.6,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.071428571428571,1.2188988004400874,1015.2714285714285,2.121881465206077,70.23072050780009,2.222972573320101
Punjab Plains,Ambala,HR,Ambala,2021-01-27,12.2,4.6,20.0,66.65137121552944,9.2,1017.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.842857142857142,1.2094863136295266,1015.8000000000001,2.12602916254791,69.34056466773744,2.2317036966884114
Punjab Plains,Ambala,HR,Ambala,2021-01-28,10.0,4.4,20.8,72.09104092010476,5.7,1018.6,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.442857142857141,1.6195237395163873,1016.6285714285714,1.8776885486465813,69.35439453179718,2.2511048942100556
Punjab Plains,Ambala,HR,Ambala,2021-01-29,11.7,4.5,17.9,69.88968012309387,10.2,1018.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.314285714285715,1.6405573965663536,1017.0714285714286,1.8499678246891937,69.24476886399887,2.195081958547487
Punjab Plains,Ambala,HR,Ambala,2021-01-30,12.9,5.9,19.4,69.90917488496906,12.4,1016.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,11.942857142857145,0.9466733735510253,1017.5857142857143,0.7925245977884816,69.31906287203458,2.209535043729658
Punjab Plains,Ambala,HR,Ambala,2021-01-31,13.1,4.4,20.2,70.4842233689368,7.2,1017.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.057142857142855,1.0406042200842474,1017.7428571428572,0.6051367417328944,69.17318886225904,2.0704710047086734
Punjab Plains,Ambala,HR,Ambala,2021-02-01,14.0,5.4,20.9,65.40955272571314,6.8,1019.6,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.257142857142856,1.2712948030218942,1017.9714285714286,0.9322272357383686,68.6838564930819,2.519771204246438
Punjab Plains,Ambala,HR,Ambala,2021-02-02,14.8,5.4,21.6,66.4799550304347,5.6,1017.7,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,12.671428571428569,1.57238066395544,1017.9857142857143,0.9263343014808566,68.70214260982597,2.500418129789755
Punjab Plains,Ambala,HR,Ambala,2021-02-03,17.1,11.1,22.8,64.17631906638874,10.4,1017.2,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.371428571428572,2.265475877686838,1017.9571428571429,0.9501879513348355,68.3485637313773,2.969703526570695
Punjab Plains,Ambala,HR,Ambala,2021-02-04,11.8,9.8,22.8,71.08103629857591,8.3,1018.4,2.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.62857142857143,1.8900743245652918,1017.9285714285714,0.9304376850273264,68.20427735687318,2.775769416805406
Punjab Plains,Ambala,HR,Ambala,2021-02-05,13.3,5.3,19.6,75.01074438607625,5.2,1018.6,23.1,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,13.857142857142858,1.7057326313123635,1017.9714285714286,0.9569296137747252,68.93585796587067,3.7852854307755406
Punjab Plains,Ambala,HR,Ambala,2021-02-06,14.3,6.9,20.8,67.69086561583546,9.8,1018.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.057142857142859,1.6561573424216467,1018.1999999999999,0.8103497187458839,68.61895664170872,3.7830761234852113
Punjab Plains,Ambala,HR,Ambala,2021-02-07,15.0,7.5,21.2,65.06130684057604,11.6,1017.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.328571428571431,1.6286131991301496,1018.2428571428571,0.7742892286017576,67.84425428051432,3.8911544054264433
Punjab Plains,Ambala,HR,Ambala,2021-02-08,15.8,8.1,22.1,64.32634864613874,7.4,1017.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.585714285714287,1.7082433193474589,1018.0,0.4932882862365093,67.68951084057512,4.023405798309197
Punjab Plains,Ambala,HR,Ambala,2021-02-09,15.0,9.4,22.4,66.16374534161999,8.7,1014.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.614285714285716,1.714087290103752,1017.5428571428571,1.423443176314086,67.6443380278873,4.040986189989659
Punjab Plains,Ambala,HR,Ambala,2021-02-10,16.2,8.3,24.0,65.16012299187335,6.4,1013.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,14.485714285714286,1.5192416654684084,1017.0571428571428,2.0164797237252374,67.78488144581368,3.9154250085976208
Punjab Plains,Ambala,HR,Ambala,2021-02-11,15.8,8.9,22.6,69.1236098508454,9.0,1013.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,15.057142857142859,1.006408039940623,1016.4142857142857,2.2236820601799736,67.50524909613789,3.7050307052228435
Punjab Plains,Ambala,HR,Ambala,2021-02-12,15.4,9.9,22.1,71.18354720013555,6.5,1014.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,15.357142857142858,0.6425396041156733,1015.8857142857142,2.0505516098762495,66.95850664100351,2.4989478242094156
Punjab Plains,Ambala,HR,Ambala,2021-02-13,16.9,10.9,22.0,65.19654625362872,5.7,1015.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,15.728571428571428,0.6799859942535107,1015.4142857142857,1.7305380390982221,66.6021753035454,2.5543359199931728
Punjab Plains,Ambala,HR,Ambala,2021-02-14,16.2,8.4,22.8,67.6010811104714,5.4,1015.2,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,15.9,0.6137317546507186,1015.0428571428572,1.3758114488770252,66.96500019924473,2.4782331007314555
Punjab Plains,Ambala,HR,Ambala,2021-02-15,16.7,8.1,23.4,71.62805982006576,4.2,1013.6,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,16.02857142857143,0.6799859942535105,1014.4285714285714,0.6626066850338206,68.00810179552002,2.7084759625086803
Punjab Plains,Ambala,HR,Ambala,2021-02-16,16.9,9.0,24.8,65.36414745231691,4.5,1013.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,16.3,0.5715476066493931,1014.2285714285715,0.82807867121313,67.89387352561958,2.814029121897188
Punjab Plains,Ambala,HR,Ambala,2021-02-17,17.6,8.5,25.8,65.36737014831726,4.1,1014.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,16.5,0.7483314773547771,1014.3714285714286,0.8280786712131513,67.92348026225443,2.781374085354689
Punjab Plains,Ambala,HR,Ambala,2021-02-18,18.8,9.7,26.2,63.88395600461087,4.0,1017.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,16.928571428571427,1.0703804397102317,1014.8857142857144,1.4040757000363653,67.17495828422093,3.092240286954353
Punjab Plains,Ambala,HR,Ambala,2021-02-19,17.8,10.1,26.5,66.48399720909227,7.1,1019.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,17.27142857142857,0.8635475005546984,1015.5428571428572,2.23968535205163,66.50359399978616,2.5372305126925614
Punjab Plains,Ambala,HR,Ambala,2021-02-20,18.0,12.0,24.4,65.31621631329931,10.0,1019.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,17.428571428571427,0.8845230083954466,1016.1000000000001,2.5716402029322865,66.52068972259626,2.527339779316445
Punjab Plains,Ambala,HR,Ambala,2021-02-21,18.4,13.6,24.9,62.91795821004492,12.9,1017.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,17.74285714285714,0.7568732673685319,1016.3714285714285,2.5610637670803853,65.85167216539247,2.798928828388326
Punjab Plains,Ambala,HR,Ambala,2021-02-22,20.0,13.2,26.4,59.83051459804602,11.9,1015.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,18.214285714285715,0.9906707684334592,1016.5714285714286,2.3549340300141544,64.1663085622468,2.2363864569283387
Punjab Plains,Ambala,HR,Ambala,2021-02-23,20.4,13.5,27.1,62.48343784844148,8.4,1012.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,18.714285714285715,1.0945753688509536,1016.5285714285714,2.4301675427259646,63.75477861883602,2.2442624579487367
Punjab Plains,Ambala,HR,Ambala,2021-02-24,21.8,12.7,29.8,61.99202833166156,7.7,1011.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,19.314285714285717,1.4690456895873576,1016.0285714285714,3.1100451688657826,63.27258693074235,2.2022548765020193
Punjab Plains,Ambala,HR,Ambala,2021-02-25,22.5,13.4,30.7,56.63879250119085,8.8,1009.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,19.842857142857145,1.8653481738066382,1014.9285714285714,3.7902129604705292,62.23756357311091,3.2973247282109694
Punjab Plains,Ambala,HR,Ambala,2021-02-26,23.6,14.5,31.1,53.46237979200908,8.2,1007.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,20.67142857142857,2.0822378071954764,1013.1999999999999,4.1040630274568235,60.377332513527605,4.082126422623385
Punjab Plains,Ambala,HR,Ambala,2021-02-27,22.4,15.7,31.1,60.38393916629588,9.1,1007.1,5.1,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.3,1.7841898254763318,1011.5,3.7505555144100238,59.67272149252711,3.4668590588957775
Punjab Plains,Ambala,HR,Ambala,2021-02-28,20.7,12.8,30.3,62.50396365592044,6.0,1010.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.628571428571426,1.3098527725336953,1010.6,2.8242993231368625,59.61357941336647,3.40525468312931
Punjab Plains,Ambala,HR,Ambala,2021-03-01,20.1,12.5,27.5,65.49213763934586,11.2,1014.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.642857142857142,1.289518182445313,1010.4571428571428,2.5793133083946516,60.42238270498074,4.072382663176429
Punjab Plains,Ambala,HR,Ambala,2021-03-02,20.2,12.4,26.7,64.19018866225383,16.4,1013.7,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.614285714285717,1.3234154946306518,1010.5857142857143,2.733391404726601,60.66620424981107,4.262981627516356
Punjab Plains,Ambala,HR,Ambala,2021-03-03,21.6,13.7,28.0,90.94446432038947,12.9,1012.0,0.0,271,30.3833,76.7667,True,SENSOR_FAULT,SUDDEN_SPIKE,relative_humidity,HIGH,EVT_628F6F52,,,Sudden 47% spike in relative_humidity — likely sensor glitch,61.69322178091679,90.94446432038947,21.585714285714285,1.3208943579112702,1010.6857142857142,2.7763456625751646,64.80226653391506,12.27670028291333
Punjab Plains,Ambala,HR,Ambala,2021-03-04,21.5,11.8,28.9,62.77592493249322,7.3,1012.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.442857142857143,1.2581165060744839,1011.0142857142857,2.7901186184043447,65.67899973838682,11.80668838158293
Punjab Plains,Ambala,HR,Ambala,2021-03-05,21.9,13.7,28.8,63.25290301562593,14.8,1011.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.2,0.8793937305514863,1011.5857142857143,2.2915995661182147,67.07764591318923,10.640598415007512
Punjab Plains,Ambala,HR,Ambala,2021-03-06,21.9,13.3,28.9,61.7702362698849,12.3,1010.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.12857142857143,0.7804150299984921,1012.0714285714286,1.3487207342709044,67.27568835655909,10.507317681974191
Punjab Plains,Ambala,HR,Ambala,2021-03-07,23.5,15.8,29.7,64.36946329853873,9.7,1010.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,21.52857142857143,1.1528432760126337,1011.9714285714286,1.478416140915292,67.54218830550457,10.389112739860813
Punjab Plains,Ambala,HR,Ambala,2021-03-08,23.4,16.0,29.9,62.4611116821654,11.4,1012.3,1.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.0,1.1460075625113693,1011.7285714285715,1.2037639382587328,67.10918459733593,10.550704301677694
Punjab Plains,Ambala,HR,Ambala,2021-03-09,24.2,15.6,30.6,58.883485356806055,4.5,1012.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.571428571428573,1.095010328283496,1011.6,0.9865765724655219,66.3510841251291,10.97742185893048
Punjab Plains,Ambala,HR,Ambala,2021-03-10,23.8,17.4,32.0,61.13620818966985,5.2,1012.5,0.1,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.885714285714283,1.0854009572941912,1011.6714285714287,1.0371664696271146,62.092761820740584,1.7535755696475819
Punjab Plains,Ambala,HR,Ambala,2021-03-11,22.8,14.9,31.6,62.91001413758496,3.9,1013.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.071428571428573,0.9050124966250607,1011.8571428571429,1.225910740168957,62.11191742146797,1.7629891578245924
Punjab Plains,Ambala,HR,Ambala,2021-03-12,21.0,16.4,32.5,64.14395106252833,6.0,1016.0,0.1,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.942857142857143,1.1341033798514062,1012.5142857142857,1.95569985037743,62.23920999959689,1.8869142982146088
Punjab Plains,Ambala,HR,Ambala,2021-03-13,22.1,13.6,28.7,62.092457241811886,8.7,1015.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.97142857142857,1.105613382869825,1013.2857142857143,2.0892012599953675,62.28524156701503,1.8774735279627366
Punjab Plains,Ambala,HR,Ambala,2021-03-14,22.4,14.3,29.6,62.1511092693075,12.6,1012.6,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.814285714285717,1.0960969717267164,1013.6428571428571,1.6133372687883505,61.96833384855342,1.639127756979006
Punjab Plains,Ambala,HR,Ambala,2021-03-15,23.1,17.0,30.3,60.90442576854604,13.3,1011.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.771428571428572,1.0750415274370537,1013.5285714285714,1.7471064513604473,61.745950146607804,1.6664997077388848
Punjab Plains,Ambala,HR,Ambala,2021-03-16,23.6,16.5,30.4,61.14556030793884,13.4,1011.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.685714285714283,0.959910710133229,1013.342857142857,1.8998746825851967,62.06910371105534,1.161829975898556
Punjab Plains,Ambala,HR,Ambala,2021-03-17,23.6,16.1,30.8,56.69738417840307,11.4,1010.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.657142857142862,0.923502649079607,1013.0571428571428,2.1778101714478217,61.43498599516009,2.3547623056885683
Punjab Plains,Ambala,HR,Ambala,2021-03-18,24.7,16.2,31.6,55.71936308002971,7.8,1010.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.928571428571427,1.2079104350271703,1012.6999999999999,2.313006701245054,60.407750129795055,3.065278011402434
Punjab Plains,Ambala,HR,Ambala,2021-03-19,24.1,15.4,32.5,54.15783926394296,10.4,1010.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.37142857142857,0.9159954252328607,1011.9,1.91572440606802,58.981162729997145,3.347429433650755
Punjab Plains,Ambala,HR,Ambala,2021-03-20,24.8,17.1,32.1,55.65159229044678,11.9,1008.7,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.75714285714286,0.8580154288766539,1010.8714285714286,1.2147898113333124,58.06103916551642,3.2329346068992066
Punjab Plains,Ambala,HR,Ambala,2021-03-21,23.3,15.4,31.9,55.82860729850612,7.9,1009.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.885714285714283,0.6669047194028667,1010.3714285714286,1.0995670143527887,57.157824598259076,2.7463824612356373
Punjab Plains,Ambala,HR,Ambala,2021-03-22,24.1,16.8,30.6,58.07286561556536,10.4,1012.1,0.5,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.028571428571432,0.5707138387267281,1010.4571428571428,1.2190941211389479,56.75331600497612,2.2697499517265336
Punjab Plains,Ambala,HR,Ambala,2021-03-23,19.6,15.8,30.4,63.11604327577771,12.6,1013.7,1.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.45714285714286,1.7840563732284516,1010.7714285714285,1.7153369792510038,57.03481357181024,2.9311087550883794
Punjab Plains,Ambala,HR,Ambala,2021-03-24,22.5,15.4,30.4,60.67937414435493,8.7,1014.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.300000000000004,1.8175074506953879,1011.3142857142857,2.159034175605699,57.60366928123194,3.2262510919371654
Punjab Plains,Ambala,HR,Ambala,2021-03-25,21.6,13.6,31.2,61.29096938320375,14.6,1013.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.857142857142858,1.797087590943671,1011.6142857142858,2.2363873929695917,58.39961303882823,3.368062340443202
Punjab Plains,Ambala,HR,Ambala,2021-03-26,22.8,16.3,30.0,58.921422457258025,12.4,1011.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.671428571428574,1.7124196192466585,1011.7142857142857,2.1881716655920695,59.08012492358752,2.801815747851053
Punjab Plains,Ambala,HR,Ambala,2021-03-27,24.0,15.6,31.8,56.74898108691978,6.5,1009.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.557142857142857,1.5672238117736714,1011.8000000000001,2.0583164641695606,59.23689475165509,2.6015504039967348
Punjab Plains,Ambala,HR,Ambala,2021-03-28,25.3,17.3,32.8,56.74907518315977,5.2,1007.0,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,22.842857142857145,1.8769275806106798,1011.5,2.5993588953185367,59.36839016374848,2.417304716879857
Punjab Plains,Ambala,HR,Ambala,2021-03-29,27.2,21.0,33.9,52.93376842711829,11.2,1004.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,23.285714285714285,2.4889278625066287,1010.4142857142858,3.6726142239691346,58.63423342254175,3.440282032030028
Punjab Plains,Ambala,HR,Ambala,2021-03-30,27.0,18.7,35.2,52.90872325409257,9.8,999.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.342857142857145,2.219502303713689,1008.4428571428572,5.057620370246225,57.1760448480153,3.3868346199105734
Punjab Plains,Ambala,HR,Ambala,2021-03-31,24.8,16.4,36.1,57.99160367753179,16.9,1001.3,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.67142857142857,2.0661673744030304,1006.5857142857143,4.933703332329079,56.79207763846914,3.0600571011968936
Punjab Plains,Ambala,HR,Ambala,2021-04-01,23.2,13.8,32.3,60.08602671047531,15.7,1002.5,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.900000000000002,1.731088289679807,1005.0857142857143,4.200170064584934,56.619942970936506,2.786466039247456
Punjab Plains,Ambala,HR,Ambala,2021-04-02,23.2,14.9,31.7,61.34896653759952,11.1,1005.9,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.957142857142856,1.6551506908809548,1004.342857142857,3.3285918658692295,56.96673498241386,3.2355154432434223
Punjab Plains,Ambala,HR,Ambala,2021-04-03,23.4,14.4,32.6,60.33928833242587,10.4,1008.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,24.87142857142857,1.7269571368105368,1004.2714285714285,3.2076545354907884,57.47963601748616,3.471229084393271
Punjab Plains,Ambala,HR,Ambala,2021-04-04,26.2,16.9,34.8,58.14437234089693,12.1,1009.1,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,25.0,1.7962924780409673,1004.5714285714286,3.5817659916659275,57.67896418287718,3.4623359494809587
Punjab Plains,Ambala,HR,Ambala,2021-04-05,27.9,18.4,35.7,51.04321288911705,9.8,1008.4,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,25.099999999999998,1.9519221295942855,1005.1285714285714,3.861223590917053,57.40888482030558,3.935571407050631
Punjab Plains,Ambala,HR,Ambala,2021-04-06,26.7,18.6,35.6,29.03504556126237,11.0,1007.5,0.0,271,30.3833,76.7667,True,SENSOR_FAULT,SUDDEN_SPIKE,relative_humidity,HIGH,EVT_BCFBD3B2,,,Sudden 44% spike in relative_humidity — likely sensor glitch,51.40773912953836,29.03504556126237,25.057142857142853,1.9060055463867451,1006.2142857142857,3.1487714913547085,53.99835943561555,11.520516844443687
Punjab Plains,Ambala,HR,Ambala,2021-04-07,26.3,15.9,34.0,58.97555924511722,7.1,1010.0,10.9,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,25.271428571428572,1.9559433237479493,1007.4571428571428,2.544836041122521,54.138924516699184,11.583192268344611
Punjab Plains,Ambala,HR,Ambala,2021-04-08,26.0,17.1,34.4,53.60237921116382,11.0,1008.8,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,25.67142857142857,1.735621200717725,1008.3571428571429,1.3176458083247506,53.21268915965469,11.283738532048606
Punjab Plains,Ambala,HR,Ambala,2021-04-09,26.0,17.6,34.2,56.42849883310845,11.7,1009.7,0.0,271,30.3833,76.7667,False,NORMAL,,,,,,,,,,26.071428571428573,1.3511899517514805,1008.9,0.8286535263134721,52.509765201870245,10.836821791234591
